ObjectID,GlobalID,quadphotos_VisitCode,Project,Phase,Treatments,Monitoring,Block,Unit,Plot,Unit_Plot,BEST_Treat,Species,StartCM,EndCM,Length_m,HeightClass,Notes,ParentGlobalID,CreationDate,Creator,EditDate,Editor,,,
2414,02f4af3a-915e-49c2-8013-6153432b42e6,46,LonePine,Pre,LTR,No,BEST,,46,BEST46,70_BA,QUGA,0,80,0.8,b,,84de54c8-b76a-4302-a115-5a11e2264397,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell,,45,CHECK
2415,f7b9ef01-7cf5-487b-b43b-cd74262c3fa9,46,LonePine,Pre,LTR,No,BEST,,46,BEST46,70_BA,SYRO,35,71,0.36,a,,84de54c8-b76a-4302-a115-5a11e2264397,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell,,-899,NA
2417,4d2eec7d-061e-4034-b2a5-2d5c84512388,46,LonePine,Pre,LTR,No,BEST,,46,BEST46,70_BA,SYRO,970,992,0.22,a,,84de54c8-b76a-4302-a115-5a11e2264397,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell,,-27,NA
2171,fd1beded-060c-404e-94bd-74298e26f215,33,LonePine,Pre,Control,Yes,BEST,,33,BEST33,NA,AMAL2,1019,1057,0.38,b,,8177f26d-c120-4905-9637-ca62321d51f1,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell,,-1474,NA
2420,c1990819-2b0b-4a44-8531-02e6e667c1d6,46,LonePine,Pre,LTR,No,BEST,,46,BEST46,70_BA,QUGA,2531,2543,0.12,a,,84de54c8-b76a-4302-a115-5a11e2264397,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell,,1647,CHECK
2416,813a9a4d-e937-4dfe-80e8-7f00f782e513,46,LonePine,Pre,LTR,No,BEST,,46,BEST46,70_BA,SYRO,896,905,0.09,a,,84de54c8-b76a-4302-a115-5a11e2264397,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell,,480,CHECK
2460,7e197f01-621a-4935-9fce-580298974d0c,47,LonePine,Pre,LTR,No,BEST,,47,BEST47,70_BA,QUGA,425,815,3.9,a,,e1c18853-a3ce-4497-b805-a079948da936,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-914,NA
2459,b12aac2d-ff30-4d07-9368-d439dc5ced0d,47,LonePine,Pre,LTR,No,BEST,,47,BEST47,70_BA,QUGA,1729,1870,1.41,a,,e1c18853-a3ce-4497-b805-a079948da936,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-542,NA
2456,0272d1e2-410f-4c35-b9ad-099f1a42f5ef,47,LonePine,Pre,LTR,No,BEST,,47,BEST47,70_BA,QUGA,2412,2500,0.88,a,,e1c18853-a3ce-4497-b805-a079948da936,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,549,CHECK
2458,756570ca-5dc3-4224-8d0d-cc7fd894b8f6,47,LonePine,Pre,LTR,No,BEST,,47,BEST47,70_BA,QUGA,1951,2010,0.59,a,,e1c18853-a3ce-4497-b805-a079948da936,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,1941,CHECK
2462,2faddc6e-1e77-4809-a126-d01502406233,47,LonePine,Pre,LTR,No,BEST,,47,BEST47,70_BA,QUGA,69,111,0.42,a,,e1c18853-a3ce-4497-b805-a079948da936,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-611,NA
2461,ceeb93b4-28a5-407e-9c29-41bd0f255562,47,LonePine,Pre,LTR,No,BEST,,47,BEST47,70_BA,SYRO,722,760,0.38,a,,e1c18853-a3ce-4497-b805-a079948da936,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-1521,NA
2457,9ba6a4aa-a85b-4664-9840-27f720b52f9b,47,LonePine,Pre,LTR,No,BEST,,47,BEST47,70_BA,QUGA,2281,2310,0.29,a,,e1c18853-a3ce-4497-b805-a079948da936,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,1900,CHECK
2463,7f1478a8-9c23-4f16-9a3a-714bb5f92081,48,LonePine,Pre,LTR,No,BEST,,48,BEST48,70_BA,QUGA,410,1010,6,b,,c23b774d-f519-4498-b4ac-1c713ab51f98,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,480,CHECK
2466,22b487a9-42e3-4105-a13a-c3f1182671ad,48,LonePine,Pre,LTR,No,BEST,,48,BEST48,70_BA,SYRO,530,739,2.09,a,,c23b774d-f519-4498-b4ac-1c713ab51f98,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-2113,NA
2471,114ca2a2-f89d-41de-9b29-5275c85c9672,48,LonePine,Pre,LTR,No,BEST,,48,BEST48,70_BA,SYRO,2852,3000,1.48,a,,c23b774d-f519-4498-b4ac-1c713ab51f98,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,3000,CHECK
1119,50828d26-d5ba-4ec8-9d78-49f377b5b2a5,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,AMAL2,0,38,0.38,a,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-2924,NA
1156,5bf8cc17-da1d-4d4d-9bd5-b2949b66432a,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,AMAL2,2962,3000,0.38,a,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1601,CHECK
2468,5877f96d-fa19-461f-9577-33d48ceaa1b8,48,LonePine,Pre,LTR,No,BEST,,48,BEST48,70_BA,SYRO,1399,1459,0.6,a,,c23b774d-f519-4498-b4ac-1c713ab51f98,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,857,CHECK
2467,692f37ff-2be1-4d06-a39f-e895e6104570,48,LonePine,Pre,LTR,No,BEST,,48,BEST48,70_BA,QUGA,602,634,0.32,a,,c23b774d-f519-4498-b4ac-1c713ab51f98,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,180,CHECK
2465,02d53874-c212-4400-ada0-fc20bee864f2,48,LonePine,Pre,LTR,No,BEST,,48,BEST48,70_BA,SYRO,454,481,0.27,a,,c23b774d-f519-4498-b4ac-1c713ab51f98,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,277,CHECK
992,7f651e56-842b-4343-addb-9c3e2735224a,62,LonePine,Pre,LTR,Yes,BEST,,62,BEST62,90_BA,AMAL2,204,242,0.38,a,,5fd51b41-530b-43bb-805d-8aabef1adfc9,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-882,NA
2481,f8d535d8-fd13-43fd-9675-245c3bea8a91,49,LonePine,Pre,LTR,No,BEST,,49,BEST49,70_BA,QUGA,1124,1590,4.66,b,,3bd0233e-8bc9-43e9-b3d2-551fce73bd08,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,1070,CHECK
2472,53056394-b6d1-4208-a817-b99229028f1a,49,LonePine,Pre,LTR,No,BEST,,49,BEST49,70_BA,QUGA,520,760,2.4,b,,3bd0233e-8bc9-43e9-b3d2-551fce73bd08,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-1962,NA
2238,22910398-82a2-4de4-8d0e-e83b5f94983b,38,LonePine,Pre,Control,Yes,BEST,,38,BEST38,NA,AMAL2,2722,2761,0.39,a,,19897315-9a51-4882-8350-e29b75e0ff1b,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell,,871,CHECK
2487,b29c7e17-b020-453e-9351-65b524c91742,49,LonePine,Pre,LTR,No,BEST,,49,BEST49,70_BA,QUGA,1890,2080,1.9,b,,3bd0233e-8bc9-43e9-b3d2-551fce73bd08,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,209,CHECK
2486,8044606c-69f9-4511-99b9-d15acb3457d1,49,LonePine,Pre,LTR,No,BEST,,49,BEST49,70_BA,SYRO,1871,2042,1.71,a,,3bd0233e-8bc9-43e9-b3d2-551fce73bd08,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,672,CHECK
2484,3af86bca-1667-466e-92e6-9463ea3b4ac5,49,LonePine,Pre,LTR,No,BEST,,49,BEST49,70_BA,SYRO,1370,1500,1.3,a,,3bd0233e-8bc9-43e9-b3d2-551fce73bd08,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-219,NA
2485,da5c32eb-dcc8-49b1-a528-d73ce0a86536,49,LonePine,Pre,LTR,No,BEST,,49,BEST49,70_BA,SYRO,1719,1806,0.87,a,,3bd0233e-8bc9-43e9-b3d2-551fce73bd08,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,1626,CHECK
2022,1d3582b1-5378-456b-86a4-4ab6eed05c24,39,LonePine,Pre,LTR,No,BEST,,39,BEST39,90_BA,AMAL2,180,220,0.4,a,,dd15220b-3541-4355-a09d-76bc1076a6a5,7/30/2020 21:22,MSI.swindell,7/30/2020 21:22,MSI.swindell,,220,CHECK
2385,43c9c85a-3d2f-4ae8-be3d-72ed79fc9511,42,LonePine,Pre,LTR,No,BEST,,42,BEST42,90_BA,AMAL2,0,40,0.4,b,,06c5eb00-229f-4463-9b85-7341b3e4f9b6,8/11/2020 2:28,MSI.swindell,8/11/2020 2:28,MSI.swindell,,-164,NA
1649,7caa9793-5c63-40e2-8075-cf74f0c8c2fe,29,LonePine,Pre,Control,Yes,BEST,,29,BEST29,NA,AMAL2,204,245,0.41,a,,78805dd5-acb5-4c32-863f-49175ae9357c,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-1707,NA
1186,73b11af8-3180-40af-bb1d-4b4863dfd3c0,58,LonePine,Pre,LTR,Yes,BEST,,58,BEST58,70_BA,AMAL2,1952,1993,0.41,a,,159156e8-caf3-401f-8b2c-eca74e417f1b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,813,CHECK
2482,82146cf4-c57b-425e-a6bb-a83e47229ef7,49,LonePine,Pre,LTR,No,BEST,,49,BEST49,70_BA,SYRO,1180,1215,0.35,a,,3bd0233e-8bc9-43e9-b3d2-551fce73bd08,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,373,CHECK
2476,8586eb28-f39e-487b-8bf6-2ae08fd41514,49,LonePine,Pre,LTR,No,BEST,,49,BEST49,70_BA,SYRO,842,862,0.2,a,,3bd0233e-8bc9-43e9-b3d2-551fce73bd08,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-157,NA
2479,6fdf4b0f-086b-4850-b373-8b569f284630,49,LonePine,Pre,LTR,No,BEST,,49,BEST49,70_BA,SYRO,1019,1039,0.2,a,,3bd0233e-8bc9-43e9-b3d2-551fce73bd08,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-1481,NA
2488,451c4bfa-6bd4-44ce-acdc-f328b7b2b704,49,LonePine,Pre,LTR,No,BEST,,49,BEST49,70_BA,SYRO,2520,2534,0.14,a,,3bd0233e-8bc9-43e9-b3d2-551fce73bd08,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,1995,CHECK
2473,2b09734f-3111-4644-9ab1-1f074946bc1e,49,LonePine,Pre,LTR,No,BEST,,49,BEST49,70_BA,SYRO,539,552,0.13,a,,3bd0233e-8bc9-43e9-b3d2-551fce73bd08,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-398,NA
2478,44cdbc32-864d-4342-934a-b90deb37f65f,49,LonePine,Pre,LTR,No,BEST,,49,BEST49,70_BA,QUGA,950,953,0.03,b,,3bd0233e-8bc9-43e9-b3d2-551fce73bd08,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-1707,NA
2510,41d52bbe-75d7-43e5-b092-5d408e01ffe4,50,LonePine,Pre,LTR,No,BEST,,50,BEST50,70_BA,SYRO,2660,2700,0.4,a,,e6f45ff3-fe97-44c1-8d56-0108b70d417b,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,1199,CHECK
2520,ee72faed-eec5-4896-9650-26844931c1f2,51,LonePine,Pre,LTR,No,BEST,,51,BEST51,70_BA,QUGA,1501,2100,5.99,b,TREE STATUS,a3feddee-59d7-41d9-bf7a-eeb4d3c4d588,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,2100,CHECK
2512,c26d26b3-06a2-40ff-a543-2ecb506b20b5,51,LonePine,Pre,LTR,No,BEST,,51,BEST51,70_BA,QUGA,0,460,4.6,b,,a3feddee-59d7-41d9-bf7a-eeb4d3c4d588,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-480,NA
2517,05929e3b-92f8-4fe2-a6f2-62a66732314e,51,LonePine,Pre,LTR,No,BEST,,51,BEST51,70_BA,QUGA,940,1241,3.01,b,,a3feddee-59d7-41d9-bf7a-eeb4d3c4d588,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,220,CHECK
2518,f2fff225-86b5-42af-9449-406ce5c5e83d,51,LonePine,Pre,LTR,No,BEST,,51,BEST51,70_BA,SYRO,1021,1281,2.6,a,,a3feddee-59d7-41d9-bf7a-eeb4d3c4d588,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,759,CHECK
2514,e28af3fc-a877-4129-9a0d-82617f387dac,51,LonePine,Pre,LTR,No,BEST,,51,BEST51,70_BA,QUGA,522,780,2.58,a,,a3feddee-59d7-41d9-bf7a-eeb4d3c4d588,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-893,NA
2519,99f11bd0-318d-47b0-b976-00468804bf47,51,LonePine,Pre,LTR,No,BEST,,51,BEST51,70_BA,SYRO,1673,1911,2.38,a,,a3feddee-59d7-41d9-bf7a-eeb4d3c4d588,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,1911,CHECK
2511,52b43a0a-66e1-4463-a9c8-9c0a4c343805,51,LonePine,Pre,LTR,No,BEST,,51,BEST51,70_BA,SYRO,0,191,1.91,a,,a3feddee-59d7-41d9-bf7a-eeb4d3c4d588,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-636,NA
1657,fae6e814-3be8-4bf0-bde1-a229c4547760,29,LonePine,Pre,Control,Yes,BEST,,29,BEST29,NA,AMAL2,827,869,0.42,a,,78805dd5-acb5-4c32-863f-49175ae9357c,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-35,NA
2516,92c96c0e-32da-4206-96b4-0f8299d4b88f,51,LonePine,Pre,LTR,No,BEST,,51,BEST51,70_BA,QUGA,904,1025,1.21,a,,a3feddee-59d7-41d9-bf7a-eeb4d3c4d588,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-1880,NA
2524,51c431d9-0aa5-4cbf-aaa5-30068d16c315,51,LonePine,Pre,LTR,No,BEST,,51,BEST51,70_BA,QUGA,2905,3000,0.95,a,,a3feddee-59d7-41d9-bf7a-eeb4d3c4d588,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,2751,CHECK
2513,9c469ab5-b5c2-4add-bc84-520190c87459,51,LonePine,Pre,LTR,No,BEST,,51,BEST51,70_BA,QUGA,249,341,0.92,a,,a3feddee-59d7-41d9-bf7a-eeb4d3c4d588,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-269,NA
2515,a19020b1-6f8b-4a2f-8b72-b225a4a6492e,51,LonePine,Pre,LTR,No,BEST,,51,BEST51,70_BA,QUGA,610,689,0.79,b,,a3feddee-59d7-41d9-bf7a-eeb4d3c4d588,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-2245,NA
2525,cac645d8-6d12-4efd-97a3-b302dd9fa120,51,LonePine,Pre,LTR,No,BEST,,51,BEST51,70_BA,SYRO,2934,3000,0.66,a,,a3feddee-59d7-41d9-bf7a-eeb4d3c4d588,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,1448,CHECK
1671,f6cc81a8-5ae4-4961-969b-edf722c658e0,29,LonePine,Pre,Control,Yes,BEST,,29,BEST29,NA,AMAL2,1552,1594,0.42,a,,78805dd5-acb5-4c32-863f-49175ae9357c,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-716,NA
2522,83a9787c-6c4b-482b-ae93-0e995db71b08,51,LonePine,Pre,LTR,No,BEST,,51,BEST51,70_BA,SYRO,2310,2316,0.06,a,,a3feddee-59d7-41d9-bf7a-eeb4d3c4d588,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,572,CHECK
2527,e372c10f-d3c5-4e68-ad96-244bd917541e,52,LonePine,Pre,LTR,No,BEST,,52,BEST52,70_BA,SYRO,1744,2028,2.84,a,,a5ffe644-7a09-4e8e-9113-8aeb76559bcb,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-88,NA
2528,9a5a5a49-0b63-40c6-a78a-740492241dde,52,LonePine,Pre,LTR,No,BEST,,52,BEST52,70_BA,QUGA,2116,2379,2.63,b,,a5ffe644-7a09-4e8e-9113-8aeb76559bcb,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-341,NA
2535,2099b4ac-c52d-4365-b04d-654932a11c9f,52,LonePine,Pre,LTR,No,BEST,,52,BEST52,70_BA,SYRO,2720,2935,2.15,a,,a5ffe644-7a09-4e8e-9113-8aeb76559bcb,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,576,CHECK
2531,bab24336-6ae1-4f82-93d9-3ed2a34a36a9,52,LonePine,Pre,LTR,No,BEST,,52,BEST52,70_BA,SYRO,2359,2511,1.52,b,,a5ffe644-7a09-4e8e-9113-8aeb76559bcb,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,1315,CHECK
2526,98a84d35-ce20-4b71-8326-fd487ecdef98,52,LonePine,Pre,LTR,No,BEST,,52,BEST52,70_BA,SYRO,1196,1321,1.25,a,,a5ffe644-7a09-4e8e-9113-8aeb76559bcb,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-790,NA
2529,5087afbe-351c-4207-b7f9-e0dcea7a3b9b,52,LonePine,Pre,LTR,No,BEST,,52,BEST52,70_BA,SYRO,2111,2214,1.03,a,,a5ffe644-7a09-4e8e-9113-8aeb76559bcb,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,-376,NA
2534,11b9da73-6a69-4b3d-bf5d-1e17b2d76074,52,LonePine,Pre,LTR,No,BEST,,52,BEST52,70_BA,QUGA,2590,2692,1.02,a,,a5ffe644-7a09-4e8e-9113-8aeb76559bcb,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,179,CHECK
2533,5354908b-ca3b-46df-ba4c-a30abaaf1fb9,52,LonePine,Pre,LTR,No,BEST,,52,BEST52,70_BA,QUGA,2513,2591,0.78,b,,a5ffe644-7a09-4e8e-9113-8aeb76559bcb,8/11/2020 2:29,MSI.swindell,8/11/2020 2:29,MSI.swindell,,1521,CHECK
1663,0d81578a-8160-47f0-a3ad-d0a7df034bdf,29,LonePine,Pre,Control,Yes,BEST,,29,BEST29,NA,AMAL2,1070,1113,0.43,b,,78805dd5-acb5-4c32-863f-49175ae9357c,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-508,NA
2177,ff572aa0-2885-412b-9079-ccb0af708d60,33,LonePine,Pre,Control,Yes,BEST,,33,BEST33,NA,AMAL2,1621,1664,0.43,b,,8177f26d-c120-4905-9637-ca62321d51f1,8/11/2020 2:27,MSI.swindell,8/11/2020 2:27,MSI.swindell,,805,CHECK
1276,ee3ab51b-3e61-46e9-aecc-f8d24fbba922,53,LonePine,Pre,LTR,Yes,BEST,,53,BEST53,70_BA,QUGA,859,1211,3.52,b,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,935,CHECK
1267,47fd3ffb-f1e6-4936-82d9-eb38ce4b1bc1,53,LonePine,Pre,LTR,Yes,BEST,,53,BEST53,70_BA,QUGA,276,412,1.36,b,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-497,NA
4790,026039b3-e7e4-476f-b7f0-5cf787eb3d69,36,LonePine,Pre,Control,Yes,BEST,,36,BEST36,NA,PRVI,909,952,0.43,a,,b1ca42c9-abc3-4a5a-b3fc-fd9e7f23e432,9/17/2020 20:11,MSI.forest,9/17/2020 20:11,MSI.forest,,68,CHECK
1798,e41f4845-9072-4a00-95c8-95d3615881dc,27,LonePine,Pre,Control,Yes,BEST,,27,BEST27,NA,AMAL2,884,928,0.44,a,,c9d78235-e722-4f14-90d6-724207cd172a,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,928,CHECK
1260,bc707932-33c8-4b25-96ad-75e29e230276,53,LonePine,Pre,LTR,Yes,BEST,,53,BEST53,70_BA,QUGA,0,82,0.82,b,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-350,NA
1271,b9bd6a81-7ba4-4827-9a1c-a1d9f69014b7,53,LonePine,Pre,LTR,Yes,BEST,,53,BEST53,70_BA,QUGA,432,482,0.5,a,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-2203,NA
1288,e87c9707-1a9e-440f-993f-580bf3514724,53,LonePine,Pre,LTR,Yes,BEST,,53,BEST53,70_BA,SYRO,2685,2730,0.45,a,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1072,CHECK
1778,5cbc0805-1495-42ed-8edd-783681e79467,31,LonePine,Pre,Control,Yes,BEST,,31,BEST31,NA,AMAL2,1658,1702,0.44,a,,ba787ef1-9f91-417a-9faf-b1e3b04690eb,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell,,-1030,NA
1287,bd388baf-7889-4c36-8fdb-a9d94a28d345,53,LonePine,Pre,LTR,Yes,BEST,,53,BEST53,70_BA,QUGA,2732,2772,0.4,a,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,2395,CHECK
1268,18eb2379-c2a0-44e3-9ec6-6e7d754eec38,53,LonePine,Pre,LTR,Yes,BEST,,53,BEST53,70_BA,QUGA,377,408,0.31,a,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-1248,NA
1278,8e0e2ea7-7a15-4fc4-a5f0-0589c21b808a,53,LonePine,Pre,LTR,Yes,BEST,,53,BEST53,70_BA,SYRO,1656,1687,0.31,a,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-201,NA
1283,27798270-7336-44ef-ac21-75e88ff8846c,53,LonePine,Pre,LTR,Yes,BEST,,53,BEST53,70_BA,AMAL2,1888,1932,0.44,a,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-451,NA
1286,53b7f12a-6993-4f59-a026-aaf8f79e11f0,53,LonePine,Pre,LTR,Yes,BEST,,53,BEST53,70_BA,SYRO,2383,2410,0.27,a,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,54,CHECK
1284,ccb010ab-9eff-4000-8b2e-c3b7eab35af5,53,LonePine,Pre,LTR,Yes,BEST,,53,BEST53,70_BA,SYRO,2356,2380,0.24,a,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,1437,CHECK
1275,9e1f5125-56e4-4b60-8321-4348d5393d44,53,LonePine,Pre,LTR,Yes,BEST,,53,BEST53,70_BA,QUGA,943,965,0.22,a,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-1216,NA
1146,9ee15310-e67c-4d3e-a67e-635d63e4c9d9,59,LonePine,Pre,LTR,Yes,BEST,,59,BEST59,70_BA,AMAL2,2181,2225,0.44,a,,34af3a7e-b209-4049-94db-b8feb6b8a18d,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-697,NA
1291,b6fb9313-4ab1-4bcc-aa9b-949ceceab603,53,LonePine,Pre,LTR,Yes,BEST,,53,BEST53,70_BA,QUGA,2922,2941,0.19,a,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,2683,CHECK
1263,de3812d8-a8cd-471a-bac5-b5b8472fed17,53,LonePine,Pre,LTR,Yes,BEST,,53,BEST53,70_BA,QUGA,258,274,0.16,a,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,76,CHECK
1262,cb6fe5c4-bc04-4b87-961f-c4c7797225e6,53,LonePine,Pre,LTR,Yes,BEST,,53,BEST53,70_BA,QUGA,198,212,0.14,a,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-981,NA
1665,92163b12-bd3c-4580-ad23-df387cd9820c,29,LonePine,Pre,Control,Yes,BEST,,29,BEST29,NA,AMAL2,1193,1238,0.45,a,,78805dd5-acb5-4c32-863f-49175ae9357c,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,817,CHECK
1270,5e9dba8c-cf6f-453d-aeaf-1491db6d238d,53,LonePine,Pre,LTR,Yes,BEST,,53,BEST53,70_BA,SYRO,421,433,0.12,a,,378e43db-2007-478c-a895-ac677d0abe6b,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-815,NA
1667,2d636c46-df2f-45df-b8ad-f3d65bf5bd71,29,LonePine,Pre,Control,Yes,BEST,,29,BEST29,NA,AMAL2,1248,1293,0.45,a,,78805dd5-acb5-4c32-863f-49175ae9357c,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,570,CHECK
1228,32b3a2f3-db9d-47aa-a08b-27ec9deff128,56,LonePine,Pre,LTR,Yes,BEST,,56,BEST56,70_BA,AMAL2,723,768,0.45,a,,824f0609-8a50-4016-8354-08ce2db21c3f,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,348,CHECK
926,c5e1aef6-3d1c-4667-82b8-e8abde566e23,61,LonePine,Pre,LTR,Yes,BEST,,61,BEST61,90_BA,AMAL2,420,465,0.45,b,,c8535328-1cdf-4961-9b69-962239583c64,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell,,-381,NA
