ObjectID,GlobalID,Project,Phase,Treatments,Monitoring,Block,Unit,Plot,BEST_Treat,Number of hits,Species,Canopy Class,PercentCover,Clump,Notes,ParentGlobalID,CreationDate,Creator,EditDate,Editor
238,7f4e4db0-568d-44b7-99ec-37a356f4e8ba,LonePine,Pre,STS,No,Bradfield,BR05,85,NA,4,PIPO,Codom,13.33333333,1,,e9d29adc-855a-4039-b4b3-1a83725fde64,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
233,7dc32303-b5fa-4b18-b13d-1f6be284ec5d,LonePine,Pre,STS,No,Bradfield,BR05,86,NA,18,NONE,,60,,Burnt ground,9e2f9e50-3951-401c-bc00-b3a2a8683843,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
234,746dea2e-1578-420f-9a88-f15f103feef2,LonePine,Pre,STS,No,Bradfield,BR05,86,NA,5,PIPO,Codom,16.66666667,1,,9e2f9e50-3951-401c-bc00-b3a2a8683843,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
236,fe634c23-985b-48e5-a036-1d86eb2636a1,LonePine,Pre,STS,No,Bradfield,BR05,86,NA,5,PIPO,Codom,16.66666667,1,,9e2f9e50-3951-401c-bc00-b3a2a8683843,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
228,c780d92e-aec7-48ad-b0c8-f83fc6cb1a3f,LonePine,Pre,STS,No,Bradfield,BR05,87,,28,NONE,,93.33333333,,Burnt ground,1b7fdf4a-d7ae-40ca-acda-ba4eb942a1dd,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
229,3d89b2a4-503a-4ce3-a09b-532b52a99aa4,LonePine,Pre,STS,No,Bradfield,BR05,87,NA,16,PIPO,Codom,53.33333333,1,,1b7fdf4a-d7ae-40ca-acda-ba4eb942a1dd,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
230,e25cbbc3-966d-4690-b294-c3feb80e5e30,LonePine,Pre,STS,No,Bradfield,BR05,87,,2,PIPO,Midstory,6.666666667,1,,1b7fdf4a-d7ae-40ca-acda-ba4eb942a1dd,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
231,08192659-7f11-4ab7-9f80-8ad2a6ca98a3,LonePine,Pre,STS,No,Bradfield,BR05,87,,4,PIPO,Codom,13.33333333,2,,1b7fdf4a-d7ae-40ca-acda-ba4eb942a1dd,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
222,9757f5f5-1131-48ef-9649-9eec567b11e8,LonePine,Pre,STS,No,Bradfield,BR05,88,NA,24,NONE,,80,,Burnt ground,d9438d4e-17e5-49c1-8880-70d6a111263a,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
221,b7e5716a-1da8-4bf3-8205-ace3abc54e38,LonePine,Pre,STS,No,Bradfield,BR05,88,NA,6,PIPO,Codom,20,1,,d9438d4e-17e5-49c1-8880-70d6a111263a,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
219,05a307b7-48f2-48ca-ae5b-585bd64e72c4,LonePine,Pre,STS,No,Bradfield,BR05,89,NA,26,NONE,,86.66666667,,Burnt ground,6711f389-653f-4952-9a30-71e1848eefa2,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
220,68f914ee-ee5a-4da0-baae-eb49cf40ad79,LonePine,Pre,STS,No,Bradfield,BR05,89,NA,13,PIPO,Codom,43.33333333,1,,6711f389-653f-4952-9a30-71e1848eefa2,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
216,fe419fb7-8c84-466c-9668-5dda13df1d7d,LonePine,Pre,STS,No,Bradfield,BR05,90,NA,18,NONE,,60,,Burnt ground,5dde1304-9dba-4733-8506-255b1a36bb67,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
217,b7dd00a2-71e2-45a4-a478-f79fd2f8cdf6,LonePine,Pre,STS,No,Bradfield,BR05,90,NA,6,PIPO,Codom,20,1,,5dde1304-9dba-4733-8506-255b1a36bb67,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
218,0e0657e9-ebf7-4ab9-846f-6139ef051873,LonePine,Pre,STS,No,Bradfield,BR05,90,NA,9,PIPO,Codom,30,1,All dead. No more needles. Beetle kill,5dde1304-9dba-4733-8506-255b1a36bb67,7/23/2020 14:48,MSI.swindell,7/23/2020 14:48,MSI.swindell
128,9d4593a5-fe6f-4e8d-b085-7773faaaf1d1,LonePine,Pre,LTR,No,Fader,,93,NA,12,PIPO,Codom,40,1,,8d48ef3d-afb2-4fd6-b18c-e34030689d1f,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
129,7ca93f8b-7780-43f3-bb0b-539322752726,LonePine,Pre,LTR,No,Fader,,93,NA,4,PIPO,Codom,13.33333333,2,,8d48ef3d-afb2-4fd6-b18c-e34030689d1f,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
130,1bddc6ec-c265-4527-87f3-e31dd9593916,LonePine,Pre,LTR,No,Fader,,93,NA,1,QUGA,Codom,3.333333333,13,,8d48ef3d-afb2-4fd6-b18c-e34030689d1f,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
132,95484c67-6b12-438b-b26d-e48cbb01f759,LonePine,Pre,LTR,No,Fader,,94,NA,1,QUGA,Codom,3.333333333,4,,97d53911-cb84-4ebc-a547-61695569515a,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
134,d874b339-3d11-4166-a95b-b973efa83fc4,LonePine,Pre,LTR,No,Fader,,94,NA,1,QUGA,Codom,3.333333333,5,,97d53911-cb84-4ebc-a547-61695569515a,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
133,7a5d2efd-6a86-4e7d-bd07-0c2954601b88,LonePine,Pre,LTR,No,Fader,,94,NA,11,QUGA,Codom,36.66666667,6,,97d53911-cb84-4ebc-a547-61695569515a,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
131,12c9068f-9c7f-404a-89ac-5b0452a394f1,LonePine,Pre,LTR,No,Fader,,94,NA,1,QUGA,Codom,3.333333333,11,,97d53911-cb84-4ebc-a547-61695569515a,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
74,3e8a3dd8-2c90-4e22-baa2-4c871d254b71,LonePine,Pre,LTR,No,Fader,,96,NA,1,AMAL,Codom,3.333333333,2,Amalenchier,0e461beb-f582-4ff4-9db9-201781b7e4e1,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
72,0826f64d-b9f9-460f-b7bb-41753941369b,LonePine,Pre,LTR,No,Fader,,96,NA,2,PIPO,Codom,6.666666667,1,,0e461beb-f582-4ff4-9db9-201781b7e4e1,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
73,f03c5bcb-6dfd-4d5e-8361-8ed5805af8fe,LonePine,Pre,LTR,No,Fader,,96,NA,6,PIPO,Codom,20,2,,0e461beb-f582-4ff4-9db9-201781b7e4e1,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
75,0f650716-7f0d-4ed5-a75d-0ea1f07ea6ba,LonePine,Pre,LTR,No,Fader,,96,NA,1,QUGA,Codom,3.333333333,3,,0e461beb-f582-4ff4-9db9-201781b7e4e1,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
77,54f4637f-5a42-4da3-bf01-63d81760cc29,LonePine,Pre,LTR,No,Fader,,96,NA,1,QUGA,Codom,3.333333333,4,,0e461beb-f582-4ff4-9db9-201781b7e4e1,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
76,e855d004-78d2-47ea-a1b2-0e3b9a66d8de,LonePine,Pre,LTR,No,Fader,,96,NA,4,QUGA,Codom,13.33333333,6,,0e461beb-f582-4ff4-9db9-201781b7e4e1,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
137,aa85bcdd-e0d0-4c2d-b502-4e5b4306be49,LonePine,Pre,LTR,No,Fader,,97,NA,3,PIPO,Codom,10,1,,8d5b6763-db1d-4f24-9655-c1d87f10932e,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
139,2552669f-4bd6-448b-9d50-678a39321022,LonePine,Pre,LTR,No,Fader,,97,NA,5,PIPO,Codom,16.66666667,3,,8d5b6763-db1d-4f24-9655-c1d87f10932e,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
138,acecd379-f5ee-497e-9ae4-f9a868801b63,LonePine,Pre,LTR,No,Fader,,97,NA,3,PIPO,Codom,10,4,,8d5b6763-db1d-4f24-9655-c1d87f10932e,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
46,8417daee-3b85-47f2-b91e-f0beccd6a6e0,LonePine,Pre,Plantation,No,WolfDen,,98,NA,14,PIPO,Superstory,46.66666667,1,,88ec6e47-70e0-4d04-a063-60f316eeed53,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
45,0221eeb0-c844-4877-aad8-cfba0275bf9d,LonePine,Pre,Plantation,No,WolfDen,,98,NA,9,QUGA,Midstory,30,4,,88ec6e47-70e0-4d04-a063-60f316eeed53,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
16,e3456796-0f95-46ba-b9fa-3481aecd50eb,LonePine,Pre,Plantation,No,WolfDen,,99,NA,15,PIPO,Codom,50,1,,d29f478e-6261-45e3-abcc-2331ccff3f48,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
17,1d6838d3-c1e8-4e5c-9688-385a6c12f29a,LonePine,Pre,Plantation,No,WolfDen,,100,NA,9,PIPO,Superstory,30,1,,6e91e22a-2743-4c80-88a9-25e806b224eb,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
24,dee56fcc-b623-4947-ae2b-299da01d01cd,LonePine,Pre,Plantation,No,WolfDen,,101,NA,7,PIPO,Codom,23.33333333,1,,e16b5368-dbda-4348-948c-2cf21a0f6e20,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
22,4ae8fbd1-f9a5-458b-9bc6-969805acebd8,LonePine,Pre,Plantation,No,WolfDen,,103,NA,5,PIPO,Codom,16.66666667,1,,8d16838d-65a5-4fed-83c9-37c2e98530c7,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
18,b985e2fb-7f3c-4312-9e85-63f5c809f439,LonePine,Pre,Plantation,No,WolfDen,,104,NA,8,PIPO,Codom,26.66666667,1,,54a49b44-b0d7-4245-b457-2a38b7a28ef9,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
555,18e00c77-49e5-4da9-b285-25a1588a4370,LonePine,Pre,LTR,No,CanyonCreek,,112,NA,8,QUGA,Midstory,26.66666667,5,,93b9272a-94e5-433c-8951-7980f6ca688a,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
556,c26c2226-0cba-4130-9fb1-d0e77ad06edf,LonePine,Pre,LTR,No,CanyonCreek,,112,NA,6,QUGA,Midstory,20,6,,93b9272a-94e5-433c-8951-7980f6ca688a,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
557,4cffb4cb-fba7-49b5-a125-c6a9e717ffd5,LonePine,Pre,LTR,No,CanyonCreek,,113,NA,12,QUGA,Midstory,40,2,,416e5c2e-1702-43e2-917f-3b4f033ac6b4,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
553,ec14d65f-4a3e-4684-b9fc-34ce60b370e3,LonePine,Pre,LTR,No,CanyonCreek,,115,NA,4,QUGA,Midstory,13.33333333,6,,d631fa86-a1f8-4fc0-a437-6d076b4ffee1,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
552,d4befacf-90d3-446f-bfb9-d6afa71defbf,LonePine,Pre,LTR,No,CanyonCreek,,116,NA,3,QUGA,Midstory,10,5,,20a62056-9bc1-4c9c-af3b-7d971ec71605,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
551,90a49c69-f9de-4fb9-9a66-c89c600500f1,LonePine,Pre,LTR,No,CanyonCreek,,117,NA,6,PIPO,Codom,20,1,,ae07b8b3-3b34-4c1f-926c-2e40724114f2,8/16/2020 20:47,MSI.swindell,8/16/2020 20:47,MSI.swindell
550,4d5c593a-76a7-4515-aed7-3e85c3e92960,LonePine,Pre,LTR,No,CanyonCreek,,117,NA,3,QUGA,Midstory,10,4,,ae07b8b3-3b34-4c1f-926c-2e40724114f2,8/16/2020 20:47,MSI.swindell,8/16/2020 20:47,MSI.swindell
549,67b85590-f310-4b10-9181-bb968632e7df,LonePine,Pre,LTR,No,CanyonCreek,,118,NA,13,QUGA,Midstory,43.33333333,4,,d0a81eb2-9cf5-4213-8fbc-2bde2f2dc3b5,8/16/2020 20:47,MSI.swindell,8/16/2020 20:47,MSI.swindell
504,756685ee-1ec9-4e13-9977-ec824f82e029,LonePine,Pre,Plantation,Yes,Narraguinep,,119,NA,15,PIPO,Codom,50,1,,966992a4-e8c6-45e5-96e5-d851a8e2b216,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
502,a7799415-0d76-4ca5-a73e-6cf77e7390cc,LonePine,Pre,Plantation,Yes,Narraguinep,,120,NA,12,PIPO,Codom,40,2,,5f779c45-0e2d-493d-8c82-e357687d735e,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
503,8d7341ea-6e16-4918-bb51-0dbaa49093c7,LonePine,Pre,Plantation,Yes,Narraguinep,,120,NA,1,PIPO,Midstory,3.333333333,1,,5f779c45-0e2d-493d-8c82-e357687d735e,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
501,dd88a716-ee47-4c96-9f4f-32c06b976d24,LonePine,Pre,Plantation,Yes,Narraguinep,,121,NA,16,PIPO,Codom,53.33333333,3,,dbb88416-60d2-4c4b-8f6e-e3d38ec9f553,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
500,c835eb1d-237c-4fce-a7e4-4616a0220167,LonePine,Pre,Plantation,Yes,Narraguinep,,121,NA,12,PIPO,Codom,40,1,,dbb88416-60d2-4c4b-8f6e-e3d38ec9f553,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
493,93d58521-cedb-4cd7-8d73-be8d97d07195,LonePine,Pre,Plantation,Yes,Narraguinep,,122,NA,8,PIPO,Codom,26.66666667,2,,3c529a06-92a1-43bb-8417-a53d89019641,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
492,e0683469-161e-48d9-aaa2-c6204a27080d,LonePine,Pre,Plantation,Yes,Narraguinep,,122,NA,12,PIPO,Codom,40,1,,3c529a06-92a1-43bb-8417-a53d89019641,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
494,bdda45f7-e3c1-4392-8c8b-59520dc20290,LonePine,Pre,Plantation,Yes,Narraguinep,,122,NA,3,QUGA,Midstory,10,9,,3c529a06-92a1-43bb-8417-a53d89019641,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
496,a6901a95-f99c-437d-a610-ed4491d4af0f,LonePine,Pre,Plantation,Yes,Narraguinep,,124,NA,6,PIPO,Codom,20,1,,481ed4ec-378e-4008-8b9c-aa89aa2a59bb,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
495,894629ad-d882-404c-8dac-0a510f12360e,LonePine,Pre,Plantation,Yes,Narraguinep,,124,NA,3,QUGA,Midstory,10,5,,481ed4ec-378e-4008-8b9c-aa89aa2a59bb,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
486,cd2333b3-3a0e-4976-922e-1a07cbc797f9,LonePine,Pre,LTR,No,Ormiston,,126,NA,4,PIPO,Codom,13.33333333,1,,da71b4e6-dd17-420f-a1bf-514b586b8b4b,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
488,d15692da-7dff-420b-8a97-e6902cfd5abf,LonePine,Pre,LTR,No,Ormiston,,127,NA,6,PIPO,Codom,20,1,,bced3ec2-d817-42a8-afaa-f8e4bbdb6505,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
487,b3fd13d0-9df1-4363-8438-359a935d21d9,LonePine,Pre,LTR,No,Ormiston,,127,NA,4,QUGA,Midstory,13.33333333,3,,bced3ec2-d817-42a8-afaa-f8e4bbdb6505,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
497,1e35509d-8584-4ba1-a546-ae4f923f20c1,LonePine,Pre,Plantation,Yes,Narraguinep,,128,NA,1,AMAL,Midstory,3.333333333,10,AMAL,71012782-a320-4659-a80d-68c92207323c,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
499,26e73740-484f-4068-85b4-07f051172df1,LonePine,Pre,Plantation,Yes,Narraguinep,,128,NA,19,PIPO,Codom,63.33333333,1,,71012782-a320-4659-a80d-68c92207323c,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
498,870b9b54-35d7-47b1-ba9c-aa376a451ecd,LonePine,Pre,Plantation,Yes,Narraguinep,,128,NA,9,POTR5,Midstory,30,7,,71012782-a320-4659-a80d-68c92207323c,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
490,017460d0-be7a-4401-9581-28f50c644831,LonePine,Pre,LTR,No,Ormiston,,128,NA,4,PIPO,Codom,13.33333333,1,,49e8114c-dbb2-4aeb-9be5-a374e2495831,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
489,265208b6-d6e6-433e-af43-91688626c38b,LonePine,Pre,LTR,No,Ormiston,,128,NA,2,QUGA,Midstory,6.666666667,3,,49e8114c-dbb2-4aeb-9be5-a374e2495831,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
485,b33b796f-d6d4-40f7-8f46-e3a5ddf80e1b,LonePine,Pre,LTR,No,Ormiston,,129,NA,15,PIPO,Codom,50,1,,6bf210c4-a2d7-40d9-9dde-152f40d9d449,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
484,d576e99c-532d-4149-9356-f7463b0409dc,LonePine,Pre,LTR,No,Ormiston,,129,NA,7,QUGA,Midstory,23.33333333,4,,6bf210c4-a2d7-40d9-9dde-152f40d9d449,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
483,81c298f1-b294-4f5a-bbbb-bd5007d8c565,LonePine,Pre,LTR,No,Ormiston,,130,NA,13,PIPO,Codom,43.33333333,1,,79755871-5890-4f9b-93d9-52de82415642,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
482,f5485818-8bb6-4b00-8266-8460224a2171,LonePine,Pre,LTR,No,Ormiston,,130,NA,1,QUGA,Midstory,3.333333333,,,79755871-5890-4f9b-93d9-52de82415642,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
481,ba8d988b-033d-412a-8ce3-7ff0edd2f44b,LonePine,Pre,LTR,No,Ormiston,,131,NA,17,QUGA,Midstory,56.66666667,9,,a0a4ed77-80d7-4da7-a1b7-5a8c9d4a91f4,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
479,0c5dd030-4899-4c2d-b435-b997e8040eee,LonePine,Pre,LTR,No,Ormiston,,132,NA,4,PIPO,Codom,13.33333333,2,,43a8b04c-e576-4a4f-b8be-ebc7b7fc35b0,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
480,a0824850-e6c7-4fd7-add6-9c24717c06a6,LonePine,Pre,LTR,No,Ormiston,,132,NA,20,PIPO,Codom,66.66666667,1,,43a8b04c-e576-4a4f-b8be-ebc7b7fc35b0,8/16/2020 17:25,MSI.swindell,8/16/2020 17:25,MSI.swindell
663,7a30803d-5cc5-4dc6-a186-22a3b9b7c790,LonePine,Pre,STS,No,Fader,,133,NA,3,AMAL,Midstory,10,10,AMAL,f48001df-6faf-4efa-b43b-9b229cd675c0,8/22/2020 17:54,MSI.swindell,8/22/2020 17:54,MSI.swindell
662,cd56d548-2c3b-464f-9646-451e85fc3ec8,LonePine,Pre,STS,No,Fader,,133,NA,11,PIPO,Codom,36.66666667,1,,f48001df-6faf-4efa-b43b-9b229cd675c0,8/22/2020 17:54,MSI.swindell,8/22/2020 17:54,MSI.swindell
675,2719766a-3043-4afb-b768-4e44e0849248,LonePine,Pre,STS,No,Fader,,135,NA,12,PIPO,Codom,40,1,,3bfdfa99-1d0d-498f-a13b-b4eb9dab210b,8/22/2020 17:54,MSI.swindell,8/22/2020 17:54,MSI.swindell
672,db7c44f3-8f9d-4f3f-9c5b-6882c1269cab,LonePine,Pre,STS,No,Fader,,136,NA,5,QUGA,Codom,16.66666667,7,,3f733ef8-0bf6-4f96-8ac4-183effb5ff38,8/22/2020 17:54,MSI.swindell,8/22/2020 17:54,MSI.swindell
665,858e3e14-793a-4fce-adf2-01cfa1b2421d,LonePine,Pre,STS,No,Fader,,137,NA,2,PIPO,Codom,6.666666667,1,,b60b0c74-4f3b-4dce-8164-f7ca1fcab050,8/22/2020 17:54,MSI.swindell,8/22/2020 17:54,MSI.swindell
668,9ec0fcb3-3fbc-4da2-bed9-93af577aa2be,LonePine,Pre,STS,No,Fader,,137,NA,21,QUGA,Midstory,70,15,Huge group of quga,830c83fe-9343-42a3-a24b-c7fc3ee60c2a,8/22/2020 17:54,MSI.swindell,8/22/2020 17:54,MSI.swindell
666,c41e7a31-532d-4f40-b3c8-af252c8ad8d0,LonePine,Pre,STS,No,Fader,,137,NA,11,QUGA,Midstory,36.66666667,20,,b60b0c74-4f3b-4dce-8164-f7ca1fcab050,8/22/2020 17:54,MSI.swindell,8/22/2020 17:54,MSI.swindell
670,c6ffd5f7-23bd-4302-a1a8-6269c1992d2b,LonePine,Pre,STS,No,Fader,,138,NA,8,PIPO,Codom,26.66666667,1,,99508cf0-d771-4fe3-bdd0-97f1aae4312d,8/22/2020 17:54,MSI.swindell,8/22/2020 17:54,MSI.swindell
660,b53aec2f-a091-4b33-9022-efaf2018be9a,LonePine,Pre,STS,No,Fader,,139,NA,10,PIPO,Codom,33.33333333,2,,0e4420e4-c964-4fcf-88d0-819e3ac4da9e,8/22/2020 17:54,MSI.swindell,8/22/2020 17:54,MSI.swindell
659,37d1b6f9-737d-4c5b-a5ed-5ca468f91990,LonePine,Pre,STS,No,Fader,,139,NA,6,PIPO,Codom,20,1,,0e4420e4-c964-4fcf-88d0-819e3ac4da9e,8/22/2020 17:54,MSI.swindell,8/22/2020 17:54,MSI.swindell
13,17895e3c-6de1-4ac1-9e05-810bcb6f0082,LonePine,Pre,Plantation,No,WolfDen,,147,NA,22,PIPO,Codom,73.33333333,5,,9c83487b-1529-48c8-a76c-fec24ef450c1,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
36,f9023d61-2eeb-4788-8bbf-b5d76a18ae4e,LonePine,Pre,STS,No,Fader,,148,NA,1,QUGA,Midstory,3.333333333,5,,24555b66-8bed-41ed-b1e2-03594eb36950,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
656,5a091d1b-8011-4c55-9d00-14c9998eb8b0,LonePine,Pre,Plantation,Yes,Narraguinep,,148,NA,3,QUGA,Midstory,10,6,,93ebc8da-be6c-4b53-bc41-abfe6ee4391e,8/22/2020 17:54,MSI.swindell,8/22/2020 17:54,MSI.swindell
106,52eff083-7c5c-4567-bc0a-d4e96427c042,LonePine,Pre,STS,No,Fader,,149,NA,11,PIPO,Codom,36.66666667,1,,5cba08e6-7044-4e84-bee1-f0aabfb5c701,7/16/2020 22:05,MSI.swindell,7/16/2020 22:05,MSI.swindell
42,a5f810e8-43ba-4e6b-ab77-2ac404962544,LonePine,Pre,STS,No,Fader,,150,NA,6,PIPO,Codom,20,1,,6eff864b-a591-42a5-a0b2-45ff6dc51148,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
41,8902b9dc-41ce-473b-bdbc-17c4825db8d2,LonePine,Pre,STS,No,Fader,,150,NA,6,PIPO,Codom,20,2,,6eff864b-a591-42a5-a0b2-45ff6dc51148,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
86,b246246a-8b31-4114-8b8d-97afe0d5d66c,LonePine,Pre,STS,No,Fader,,151,NA,2,PIPO,Codom,6.666666667,1,,20f81c63-9cd9-4b7e-8304-40b366126b2d,7/16/2020 22:05,MSI.swindell,7/16/2020 22:05,MSI.swindell
89,029308b2-29f6-4d62-a1e3-09ceb345c977,LonePine,Pre,STS,No,Fader,,151,NA,2,QUGA,Codom,6.666666667,2,,20f81c63-9cd9-4b7e-8304-40b366126b2d,7/16/2020 22:05,MSI.swindell,7/16/2020 22:05,MSI.swindell
87,94a3fa34-9ef6-4076-8d00-5e707a513bdc,LonePine,Pre,STS,No,Fader,,151,NA,1,QUGA,Codom,3.333333333,4,,20f81c63-9cd9-4b7e-8304-40b366126b2d,7/16/2020 22:05,MSI.swindell,7/16/2020 22:05,MSI.swindell
88,2b866d65-febd-45b9-ac65-5532bca4cc29,LonePine,Pre,STS,No,Fader,,151,NA,2,QUGA,Codom,6.666666667,10,,20f81c63-9cd9-4b7e-8304-40b366126b2d,7/16/2020 22:05,MSI.swindell,7/16/2020 22:05,MSI.swindell
90,4abe059b-122d-480f-9876-75490316c3f1,LonePine,Pre,STS,No,Fader,,152,NA,5,PIPO,Codom,16.66666667,1,,da1962ba-dedf-463a-8095-2db7aa08ff18,7/16/2020 22:05,MSI.swindell,7/16/2020 22:05,MSI.swindell
91,045c2453-31f5-477c-8734-59969edf5b2a,LonePine,Pre,STS,No,Fader,,152,NA,3,QUGA,Codom,10,4,,da1962ba-dedf-463a-8095-2db7aa08ff18,7/16/2020 22:05,MSI.swindell,7/16/2020 22:05,MSI.swindell
92,d738ef4f-df9f-42cb-9fb3-b97d3389a357,LonePine,Pre,STS,No,Fader,,152,NA,2,QUGA,Codom,6.666666667,10,,da1962ba-dedf-463a-8095-2db7aa08ff18,7/16/2020 22:05,MSI.swindell,7/16/2020 22:05,MSI.swindell
64,a0c881ff-7ad4-424c-bef5-7aeedbd97daa,LonePine,Pre,LTR,No,Fader,,154,NA,6,PIPO,Codom,20,1,,ca17a130-0e83-445f-a238-b5778da90c94,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
63,1e117b54-44c3-4802-82d0-9565f8cff92b,LonePine,Pre,LTR,No,Fader,,154,NA,1,PIPO,Codom,3.333333333,2,,ca17a130-0e83-445f-a238-b5778da90c94,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
61,a93531d1-b913-4abf-b89e-0a9c15d1944c,LonePine,Pre,LTR,No,Fader,,154,NA,2,QUGA,Codom,6.666666667,4,,ca17a130-0e83-445f-a238-b5778da90c94,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
60,32896703-6b34-4454-89fe-d6c56c6af161,LonePine,Pre,LTR,No,Fader,,154,NA,2,QUGA,Codom,6.666666667,5,,ca17a130-0e83-445f-a238-b5778da90c94,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
59,c75e11cd-a9aa-4464-94af-66529fb4e687,LonePine,Pre,LTR,No,Fader,,154,NA,4,QUGA,Codom,13.33333333,7,,ca17a130-0e83-445f-a238-b5778da90c94,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
